ASIN,Rating,Title,Body,Date
B0CNKX4429,1,Would give less than a star if possible,"Unit did not last a year and have charging error 5. Third Roomba I bought that found its demise with this error and I carried different models based on the ratings. Company appears to be supportive and sends spare parts, however, when first fix doesn’t work, the support ends. They offer a very small trade in amount usable only on their website on select high price units.","Reviewed in the United States on November 6, 2024"
B0CNKX4429,1,Worst Customer Service. Missing parts,"iRobot has THE worst customer service. They make you jump through hoops and treat you as if you are stupid. It's so frustrating. I've owned a few iRobot vacuums. I've also owned Roborock and one other brand. Roborock has excellent customer service and good products. Go with a different brand. iRobot/Roomba is no longer the best. And with customer service like this, I'll never buy another.","Reviewed in the United States on November 9, 2024"
B0CNKX4429,1,Total Garbage.,"Unit died with 60 or so days of use. Stoped charging and connecting to the app. Purchased the extended warranty, but that was waste of money, it’s like a scam. Over 20+ email with customer service and never got the new unit or never got close to solving the problem. Sent every possible information they required but nothing was solved. Every 3-4 emails they would get a new person on email and you would have to start over explaining everything and sending the things they asked for. It is a TOTAL SCAM!!!!","Reviewed in the United States on September 23, 2024"
B0CNKX4429,1,Awful New Model,"I had a Roomba for years, loved every part of it. Had a new puppy accident, nothing more needs to be said about that, so I needed to get a new one. I spend more time with this model getting it unstuck from things, the bumpers do not seem to work properly, as instead of turning around, it just sits there and continually tries to go where it can’t go. Even gets stuck in the space between the floor and my cabinets. Will be returning it.","Reviewed in the United States on October 13, 2024"
B0CNKX4429,1,Does not work like it states,"I was excited at first to order this now. After I started using it, I have a drop down from my kitchen to living room. It's supposed to stop and turn around, so it doesn't go off the edge. Well, it keeps going off the edge. It wants to get stuck in certain places. It just spins round in a circle at times And it also does not go back to the base when you tell it to","Reviewed in the United States on October 20, 2024"
B0CNKX4429,1,"Waste of money, no product support","The unit spins in circles, gets stuck frequently. The sweeper wheel doesn’t spin or sweep. The vacuum can’t connect to WiFi and the add-on room perimeter device I bought does not work. Literally, nothing works except for the charger. I’ve had better luck with knockoff vacuums that cost a third the price. I try to call product support and the number just says ‘not available, goodbye’. I don’t see any other options than contacting Amazon support within my warranty period, but don’t expect t help there either being beyond 30 days of purchase. I thought roomba was the industry standard and expected more from a quality perspective, and also expected product support. Going into the trash.","Reviewed in the United States on August 17, 2024"
B0CNKX4429,1,Not Smart,"My apartment is 3 rooms: bedroom, kitchen, living room with a hallway connecting all three rooms. The issues: 1) it always gets stuck in one room and I end up having to move it from room to room. For some reason it tries to hug against the wall and each time it hits a corner it does a 180. 2) it barely returns home. I will set it in the hallway,( its home is in the last room where it has to take a right) it always heads towards the room, hits a wall and does a 180 and comes back. Not smart 3) its noisy 4) the app is clunky. For instance sometimes the return home option doesnt show up 5) it gets stuck on the most silly things. I have a plastic mat for my rolling desk chair. The mat is 1 inch off the ground. It will go up on the mat then get stuck on the mat and starts spinning in circles Pros: It does clean. And I do like the scheduling. However i know if I'm not home it will end up in only one room so defeats the purpose","Reviewed in the United States on April 28, 2023"
B0CNKX4429,1,Piece of crap,"Downloaded the app, set up the wifi, robot says it's ready to go. Robot lies! It jumped off the charger about 2 inches and wouldn't move. Reloaded everything, robot says all set up and ready to go. Jumps off the charger 2 inches and dies. App says it's still vacuuming. Spend your money on a broom. Fraction of the price and you will actually get results!","Reviewed in the United States on October 16, 2024"
B0CNKX4429,1,Do not buy this product,"This product is very low quality. I purchased 2 of these units, one for upstairs and another one for downstairs. Within 3 weeks of use, one of the units lost all the brushes. Also both units continuously get lost and do not follow the schedule I have set for them. They start any day/time they want. Considering my house has no pet, not kids, only 2 adults and wood floors, all over, if these machines cannot provide good performance here, they won't be able to do it anywhere else. Sadly, I was out traveling when I bought them and did not start using them until after the 30 days return period. I called IRobot and what I found was a rude representative who told me that I must be the one doing something wrong (because one needs some special training to use these machines??). I have had other robots that never had these issues. So be aware, do not waste your money.","Reviewed in the United States on May 1, 2024"
B0CNKX4429,1,Not very good quality. Only lasted 6 months.,"I purchased this iRobot 694 December 23 started using it Jan 04, 2024. I really liked it initially but then noticed it wasn’t cleaning all the rooms, wouldn’t a fully charge the full and then run charge for maybe 30 minutes. I replaced the battery but that didn’t solve the problem . I contacted IRobo and they diagnosed the sensors were not working. Replied that this was problem that cannot be repaired. This is a program that we have where we can offer a voucher discount iif you want to purchase another robot for replacement parts, like rollers, side brush, filter or bags. I’m very disappointed I have to buy another robo to receive the parts to repair and they offered a $100.00 credit.","Reviewed in the United States on July 8, 2024"
B0CNKX4429,1,Lost in Space…,This thing gets lost and then stuck everywhere! It pushes the dining room chairs around the room. It goes in small circles when it hits anything and doesn’t have a clue on where it’s been. I’m not sure if the other brands perform this poorly. This thing is a waste of money. Buyer be ware!,"Reviewed in the United States on November 5, 2024"
B0CNKX4429,1,Just repeatedly runs into the same corner ofer and over and over again.,This vacuum jut repeatedly goes into a corner. Stops and turns around and comes out about a foot. Then turns back around and rams into the same corner for easily 10 minutes. After a few hours it goes back to it's charge base and has missed 3/4 of the floor of the room. Needless to say it's getting returned.,"Reviewed in the United States on October 30, 2024"
B0CNKX4429,1,Labor intensive,"It does little cleaning. It requires constant human intervention. Gets stuck, don't know which way to go, stops when tray is supposedly full, but tray is not full. In short, it's a POS. Save your money, don't buy!","Reviewed in the United States on November 24, 2024"
B0CNKX4429,1,terrible,This robot is so frustrating and I wish I returned it when I had the chance. It takes forever to do that job and misses things plus gets hung up in so many places it's always lost. I had a previous model and it was much better. Do not recommend.,"Reviewed in the United States on November 9, 2024"
B0CNKX4429,1,Constantly gets stuck,I missed my return window or I would definitely be returning this Roomba. It gets stuck about 75% of the time and it really doesn't do a great job of cleaning the one room we have it in.,"Reviewed in the United States on November 21, 2024"
B0CNKX4429,1,Horrible,It worked about 3 months than stopped holding a charge. Save yourself some money and buy the cheapest vacuum on the market. I guarantee it will work better than this piece of junk.,"Reviewed in the United States on November 27, 2024"
B0CNKX4429,1,"Short life on battery, very loud and does not pick up all the pet hair and dust.",It's getting very loud and hardly picked up any pet hair. Battery barely lasts for an hour before it dies and wouldn't return back to the base to recharge. I usually have to walk around the house looking for it once it dies off somewhere under the bed or table. Very disappointed.,"Reviewed in the United States on November 6, 2024"
B0CNKX4429,1,Worst thing I’ve ever bought on amazon,This vacuum has never worked right. It hardly picks up dog hair and other small things. Sensors are horrible and I have to constantly reposition it. Now it just quit working. I had one from Shark that worked a lot better so I’ll buy one of those. I’ll never buy a Roomba machine again and will tell everyone I know the same thing. Stay away from this company!,"Reviewed in the United States on October 1, 2024"
B0CNKX4429,1,Not worth the money,"This is the third Roomba we’ve purchased. Bought this on Prime Day as it was a good deal. Well, you get what you pay for. This model doesn’t have the power we’re used to. The design for emptying the debris is cumbersome. Returning it.","Reviewed in the United States on November 6, 2024"
B0CNKX4429,1,Worst experience with a robot vacuum,"I've owned a robot vacuum from OKP Life and thought I'd transition to an official brand like the iRobot Roomba. This vacuum refused to cooperate right from the beginning. The app threw an error that my ""network subnet mask is too big"" and I had to adjust it from 255.255.252.0 to 255.255.255.0 . Even after that, I ran into an issue where the vacuum could communicate with the app on the LAN, but it could not reach the cloud. The app refuses to let you control the vacuum if it can't reach the cloud. The diagnostics are terrible, it simply said ""server unreachable"" without specifying what Web address it was trying to reach. It wasn't a firewall issue since I have over 2 dozen Google, Ring, and another robot vacuum IoTs that function just fine while using my Deco's UPNP firewall configuration. To put it simply, I'm taking good care of my OKP Life robot vacuum. I'm extremely disappointed in how iRobot is supposed to have more notoriety than the competition but it couldn't even do a simple thing like work with any subnet other than 255, or even reach out to its cloud server.","Reviewed in the United States on December 5, 2023"
B0CNKX4429,1,Terrible Customer Service,Terrible customer service!! It started with an Error 6 (battery problem). I was sent a new battery which I replaced. Then the robot started but it just went in circles and gave Error 10. I called again and was told now it’s the Right Wheel not working. Was sent a Right Wheel which I had to replaced myself and the robot keeps going in circles or moves just a couple of inches then goes in circles again. Now I called and am told I need to send it in for repair. I bought this thing in September 2023. Started having issues in December. I submitted the ticket at the beginning of January. We are now in February and I still don’t have a working robot and now I have to wait for info to send it to repairs and who knows how long that will be. I’m very upset and wished I hadn’t bought this product to begin with!!! I was expecting a replacement after two tries of attempted corrections not working. Not reliable and customer service is a hassle.,"Reviewed in the United States on February 1, 2024"
B0CNKX4429,1,Not programmable & misses so much.,"The item description says you can use routines, which I assumed (my mistake) meant that I could program it to clean certain areas. Well, I can’t. When I run it, it goes where it wants & not where I need it to. My floor plan is pretty open & the battery dies before it can get it all. It also misses most of the perimeter & edges. So, my floors are never clean. It doesn’t even go to the spots it missed when I run it again after charging the battery. This now means I have to get my regular vacuum out & clean anyway. I just wasted $200 to get 1/2 vacuumed floors. This model might be good for a room under 300 sq ft.","Reviewed in the United States on August 2, 2024"
B0CNKX4429,1,This item is not working. We haven't even made it past the connect to the internet.,We've tried all the troubleshooting suggestions. We have set us a different one at another home with no issues. It will not connect to the internet. Would love to exchange it for a different model. It was purchased as a gift and just opened 10/13/2024.,"Reviewed in the United States on October 15, 2024"
B0CNKX4429,5,bumpy,"while it does bump into things, it does the job of sweeping things off the floor. The app is easy to use and helps manage how long you want it on and where to go.","Reviewed in the United States on December 5, 2024"
B0CNKX4429,5,My amazing cleaning machine,I love this robot it cleans my five rooms in less than 50 mins. The robot doesn’t miss a spot and gets up all the dust from the floor. I haven’t vacuum since I bought it. Once it figures out your room dimensions it cleans it fast and right. Amazing machine.,"Reviewed in the United States on December 4, 2024"
B0CNKX4429,5,Does its job well,"Bought it for my parents a couple years ago, and they love it. My mom was surprised at how good it is a vacuuming the carpet.","Reviewed in the United States on December 4, 2024"
B0CNKX4429,5,Roomba does roomba things,"My mother has had a roomba for over 7 years now so I decided to stay faithful to the brand. It has its little quirks, with the slamming into furniture and lack of pattern when cleaning, but by the end of it, it does the job. I don't think it's too loud, and you can only switch on when away from home. Cleans pet litter well, haven't tested on rugs yet.","Reviewed in the United States on December 4, 2024"
B0CNKX4429,5,VACUUM,WORKS PERFECTLY,"Reviewed in the United States on December 3, 2024"
B0CNKX4429,5,Does vacuuming I'd rather not do,"Does a good job cleaning, reaches entire area. Emptying is a breeze & surprised all it picks up.","Reviewed in the United States on November 30, 2024"
B0CNKX4429,5,Works great,I have hardwood floors and this just goes to town on it. Let it run and learn your floor. And then forget about it. It cleans on a schedule. so it will run while you are at work and stay out of your way. Truly fire and forget,"Reviewed in the United States on November 30, 2024"
B0CNKX4429,5,I bought the Roomba Essential and very happy with the cleaning it does,"It's such a great product! The first few times you run it, it's tracking the outline of your house. Each day it does more and it runs for at least 3 hrs. I'm very happy with ALL that it picks up (having a dog and 2 cats). Although it was lower priced model you would never know it!","Reviewed in the United States on November 29, 2024"
B0CNKX4429,5,I love my Roomba!!!,"I have had this Roomba for 3 years now and I absolutely love it! Best invention since automatic dishwashers! I would not have thought to buy one of these on my own, but several friends told me how great they were. Our floors are hardwood and tile and we have a dog and two cats. There is always plenty of hair to pick up but it also collects oodles of dust that I didn't even know was there. Once you get your furniture set up so that it doesn't get stuck anywhere it happily goes around vacuuming the house including under furniture and then returns home to recharge. Somtimes I have to empty the dirt recepticle in the middle of a job because it fills up... Or maybe I don't send it out often enough. Anyway, I can't say enough good things about this invention:)","Reviewed in the United States on November 27, 2024"
B0CNKX4429,5,Cleans Well,"This product cleans well, it gets the job done and gets around the house.","Reviewed in the United States on November 27, 2024"
B0CNKX4429,5,Happy wife = more n00ds,"While this isn't the greatest vacuum, it gets the job done. Checking off one more thing on my plate, I'm much more sane. A sane wife sends more n00ds to her husband. Cannot guarantee this product will result in more n00ds for you","Reviewed in the United States on November 27, 2024"
B0CNKX4429,5,Exelente,Exelente producto,"Reviewed in the United States on November 26, 2024"
B0CNKX4429,5,I feel like I'm Living in the Future,"The Roomba has been an interesting addition to my household. One thing that became immediately apparent is just how cluttered my floors are...it struggled to navigate during the first few days until I cleared up some obstacles. This device performs well on both carpet and tile, picking up dirt and whatnot effectively. It’s important to note, however, that it’s solely a vacuum. It doesn’t have wet/dry functionality or mopping capabilities, so it’s best suited for basic floor cleaning tasks. On carpets, it does a decent job overall, but I’ve noticed it isn’t particularly kind to areas where the carpet is already fraying. That said, I don’t think a traditional vacuum would do much better in that regard, so it’s not a unique downside of the Roomba. I was also concerned about how my dog might react to it, but luckily, the Roomba doesn’t seem to bother him at all. While it does its job, this vacuum’s effectiveness really depends on having a relatively clean and open space for it to operate. It’s not a replacement for more heavy-duty cleaning methods, but for day-to-day maintenance, it's absolutely fabulous.","Reviewed in the United States on November 26, 2024"
B0CNKX4429,5,Makes life a little easier,Small bits of dirt on hardwood or laminate floors drives me crazy. I used to have to sweep every day to keep up with the mess. This little robot has made my broom obsolete. Easy to set up and has very smart features. It can hold all of the dirt and does a quick job. These have really gotten more affordable over the years and are a good value now.,"Reviewed in the United States on November 25, 2024"
B0CNKX4429,5,Wonderful robot vacuum for daily cleaning,"I used this vacuum out-of-the-box and started using it right away. It cleans my house thoroughly by going to all the places and corners. It has that sweeping brush to clean the dust and other particles. It creates a map of the room and identifies the different areas to clean. For the 1st few days was trying to measure and gather the room information for its mapping. As the usage grows it is mapped correctly to identify the different obstacles in its path such as tables, chairs, couch and carpets. The motor on the vacuum is quite powerful with 4 levels of suction power. Initially it had trouble getting onto the carpet at the edge of the kitchen countertop. But after few times, was able to clean the hard-to-reach areas as well. Once done cleaning, it will self-empty into an enclosed bag that comes with the robot. I use the app to schedule cleaning sessions while I am away for work. It gives me a clean map report to show which room it cleaned. Vacuum is intelligent enough to know the level of battery and returns to its charging station to recharge. I noticed that it finished its battery in the middle of cleaning, recharged and then resumed the rest of the cleaning. I am quite impressed with the vacuum for its smart navigation and cleaning power. I scheduled it to run daily, and the house looks clean from all the debris. I highly recommend this vacuum for every household and one less thing to worry about in my daily chores. This is a 5-star product for its design and practical usage.","Reviewed in the United States on November 25, 2024"
B0CNKX4429,5,Impressive,Super ease to use well made nice and study love all the features on it. Navigates around the house just fine love the design and how they use good quality materials on it. I think overall a super value for the money.,"Reviewed in the United States on November 24, 2024"
B0CNKX4429,5,So quiet and nice,This Roomba is 10000%% quieter than my 4 year older Roomba. It cleans and maps my whole house (1500+) in about an hour and then just goes home and emptys with no problems or dying etc.,"Reviewed in the United States on November 24, 2024"
B0CNKX4429,5,Works great,"This is my 4th roomba. I bought my first 17 years ago. I am very impressed with the upgrades in noise and design over the years. This one moves under furniture easily, is much quieter, and is strong and much cheaper than my first. Running daily gets so much dust and all the pet hair and saves me from having to manually sweep every day. Now I only sweep once to twice a week when I mop. I would love the one with the mopping feature as well but decided against it because I was afraid my dog would track through and leave paw prints. Very satisfied and 150 bucks well spent!","Reviewed in the United States on November 23, 2024"
B0CNKX4429,5,Pick up,So this is so powerful it moves our counter stools. So far it’s picking up well! Instructions say you have to have the station on hard surface and not carpet.,"Reviewed in the United States on November 21, 2024"
B0CNKX4429,5,No disappointment,Seems to be working great.,"Reviewed in the United States on November 20, 2024"
B0CNKX4429,5,Vacuums very well,I love it looks good and vacuums well,"Reviewed in the United States on November 18, 2024"
B0CNKX4429,5,Highly recommend,"I bought the exact one about 6-7 years ago and it still works fine. A deal popped up on Amazon this was on sale 1/2 off (seriously) I bought one for myself to place on a different floor in my house and one as a gift . It is Sooooo nice as they made changes to them through the years . Heavier wheels, added brushes …Again old one works great still … but this is awesome. Didn’t think anything could beat the old one !!","Reviewed in the United States on November 16, 2024"
B0CNKX4429,5,"Product as described, Excellent shipping time!","Product as described, Excellent shipping time!","Reviewed in the United States on November 16, 2024"
B0CNKX4429,5,MUY BUENA ASPIRADORA,"Cumple con todo lo que indica sus Especificaciones, es una aspiradora que hace su trabajo. Su batería es de larga duración. Muy satisfecho incluso con su aplicación.","Reviewed in the United States on November 15, 2024"
B0CNKX4429,5,Impressive little robot vac,"This iRobot Roomba Vac 2 is the first robot vacuum I have owned and I have to say I am really impressed at how well this robot vacuum actually works, it was super easy to get the robot setup and ready to go, just about everything is controlled via the app, the app allows you to choose the day and times you want the robot to work and you can also set customized areas where you want the robot to vacuum like the kitchen, living room ect., you can even give the robot vacuum a name, the app will also alert you if the robot gets stuck anywhere, the robot has 4 different suction levels to choose from, low, medium, high or maximum, I have mine set to the recommended medium suction, which they say is the best balance between cleaning and battery usage, the medium suction level actually works great at picking up the dog hair and smaller pieces of debris off both my tile floors and carpeted areas, the battery life is also really good on the medium level, so far the robot seems to be averaging right around 1hr and 30 mins or so, as far as the size of the area the robot will get vacuum in that amount of time, I have roughly a 2900sq foot house and the robot gets well over half of my house vacuum before the battery gets low, but a feature I really like is that when the battery gets to a low point or if the dust bin gets to full the robot will automatically return to the dock and empty the dust bin and recharge the battery, after the battery is recharged and or the dust bin has been empty the robot will automatically start again and finish vacuuming, I also like that the robot vacuums in nice neat straight lines, so when it cleans the carpeted areas of my house the carpet look nice, the robot will also vacuum underneath the coffee tables and furniture without getting stuck, that is as long as the area under the furniture is slightly higher than the robot, I was also surprised at how quiet the robot is, it does get a little louder when you use the high or maximum suction settings, another cool feature is that the robot will connect to your Google home or Alexa device, so you can just tell the device you use to start vacuuming or to dock the robot if you need to stop it from vacuuming, all in all I am very happy with the overall quality and performance of this iRobot Roomba Vac 2, I would definitely recommend this robot vacuum and in my opinion it's well worth the price.","Reviewed in the United States on November 14, 2024"
B0CNKX4429,5,Highly recommended! 🌟🌟🌟🌟🌟,"- no loud humming noise, it moves pretty quietly (it will bump into things though as expected) - Amazing cleaning ability for just a small robot and such a great help to keep the home clean it is also pretty light weight - Easy to use and easy maintenance, it comes with a cleaning a brush / razor that is attached to the chamber that collects dirt, it was a nice surprise - moves around well on carpet or tile or both even at the same time - comes with a manual/ instructions but honestly it’s so simple to use you won’t need it really - can use remote control from your phone using the app which is also easy to use / free (though I don’t recommend leaving the roomba unattended, use it while you’re doing another task)","Reviewed in the United States on November 14, 2024"
B0CNKX4429,5,Vacuum cleaner,Vacuum cleaner works great. My dog does not like it at all.,"Reviewed in the United States on November 13, 2024"
B0CNKX4429,5,Was skeptical but love this little idiot!,This thing blows me away with what it finds in my carpets. It is funny too because for a machine that just bounces off the walls it does a great job keeping my floors clean! I have a dog and it does a great job vacuuming up his hair too. Just works till the battery is low and then goes back to its charging station. You do have to empty it yourself but it’s fun to see how well it does cleaning!,"Reviewed in the United States on November 12, 2024"
B0CNKX4429,5,Your Homes Best Friend,I love my Roomba like a pet who cleans up after you.,"Reviewed in the United States on November 11, 2024"
B0CNKX4429,5,Effectivr,"Works well, captures cat hair and leaves wood floors spotless. Easy to set up and operate. Gets stuck u see same piece of furniture every time - have to give him a scolding and redirect!!!","Reviewed in the United States on November 9, 2024"
B0CNKX4429,5,Much better functionality than older models,"I have tested quite a few iRobot vacuums over the years, and this one doesn't seem all too far off from many of their other products in terms of physical look. But the functionality and features on this thing rock! I mean, with each iteration, they get slightly better, especially since some of the older vacuums that I've used in the past needed frequent maintenance and manual emptying. So I do like how this one automatically empties the dust bin and minimizes the manual labor that I have to put into it. Also, this model is quieter than my older vacs. I mean, it's not completely silent, but I’m no longer hearing a roar while it runs and I've found that the battery lasts longer as well -- a little over an hour. And it's pretty cool that it can remembers where it left off after charging itself and goes back to that same location. The self-emptying feature works perfectly, but it's crazy loud while emptying itself, but totally worth it since I only need to swap out the bag once a month or so. Overall, I’m very impressed. It’s been working flawlessly, and while I still give the brushes and rollers a clean occasionally -- especially since my dogs and cats shed a ton! But all in all, it’s minimal effort compared to other models. So if you’re tired of dealing with older robot vacs that need constant attention, this one is a big step up. Highly recommend it!","Reviewed in the United States on November 8, 2024"
B0CNKX4429,5,Very quiet and thorough,My old roomba had the little knob (antenna?) on it and kept getting stuck under furniture and appliances. This roomba is sleek and very sensitive to obstacles and never got stuck one time! I like the fact that it tracks in a straight line instead of zig-zag pattern.,"Reviewed in the United States on November 6, 2024"
B0CNKX4429,5,"It cleans my floor great, better than any vacuum!","Nothing, I love it!","Reviewed in the United States on November 5, 2024"
B0CNKX4429,5,Never lets me down,Great little robot! I come home and the whole apartment is vacuumed with the carpets stripped like a fresh cut lawn. Love this vacuum!,"Reviewed in the United States on November 5, 2024"
B0CNKX4429,5,no more bending,Love this especially for my bare floors. I start it when I go to exercise class and when I get home floors are clean and it is parked. It does ok on carpet so I use my heavy duty in traffic area but it is great for under beds and dressers. It has gotten caught under some furniture that is a little low.,"Reviewed in the United States on November 5, 2024"
B0CNKX4429,5,Does nothing. Update!! Replacement arrived,Update!!! The replacement arrived and works like a champ. Easy setup and wife loves it. Thanks for the quick response Amazon! Right out of the box it made a few sounds and then nothing. I am waiting on tech support to give me a call back in an hour. Tech support was great but no change they are looking at another possible solution then I will have to return it. Update tech support believes it has a bad battery and I sending a replacement.,"Reviewed in the United States on November 4, 2024"
B0CNKX4429,5,Finally a robot vacuum that's worth it,"I have had a different name brand robot vacuum for a while now. Actually, it is a vacuum and ""mop"" combo. It never worked the way I wanted it to. It constantly bumped into things and missed spots. But the worst thing about it was that the maintenance took as long as just vacuuming manually. So I was VERY excited to try a model that emptied itself. It is such a game changer. It also goes where it is supposed to and does a nice job of picking up all the cat hair and stuff on our hardwood floors. I would love to try the version of this with the mop! Would recommend","Reviewed in the United States on November 3, 2024"
B0CNKX4429,5,Works well,Great gift,"Reviewed in the United States on October 29, 2024"
B0CNKX4429,5,roomba,works great.,"Reviewed in the United States on October 28, 2024"
B0CNKX4429,5,Absolutely necessary,I really wanted to have a roomba upstairs so I waited a few months for a good deal and snagged this one so my old guy could work upstairs! My last one is still kicking after about & years so I have high hopes for this one too! Cleans up well and works and works until either the battery dies or there’s absolutely nothing left to clean. Seems to be able to make it to the docking station 30-40% of the time. The other times it cleans until the battery dies. This one rarely gets stuck and actually does a much better job going between the different floor types (our old one got stuck between rooms with the transition).,"Reviewed in the United States on October 27, 2024"
B0CNKX4429,5,Nice upgrade for me! Love it!,"I’ve had a TP-Link Tapo Robot Vacuum and Mop Combo for almost two years, and while I thought I’d enjoy the vacuum/mop combo, it was a letdown. It was messy, leaked, had a short battery life, and the suction was terrible. I’d wanted a Roomba for a while, especially the higher-end i5 or j5 models, so I recently got the iRobot Roomba Vac 2 Essential Robot with AutoEmpty Dock (Q052). Here’s what I love about it: * It empties itself into a bag that can hold up to 60 days’ worth of dirt and debris. * The smart mapping is way better than my previous vacuum. * The app makes control super easy. * It has solid cleaning performance and better suction than the TP-Link. It’s just as noisy as my previous unit, but I think most of these machines make some noise. We’re used to it, especially since it mostly runs at night in high-traffic areas. Overall, I’m really happy with the Roomba—it’s been a big upgrade!","Reviewed in the United States on October 27, 2024"
B0CNKX4429,5,I have hardwood floors so it’s a bit loud,"Play Video My family ( except our cat,) loves it! The limited price slash was a great factor in buying this. It’s not a Shark brand or whatever, but it’s awesome. My mom has a Shark and it works the same. I have so many videos but you can only upload one ; which that sucks Amazon, you should allow more than one demonstration video!! It’s hard to tell if things work in photos! If you have carpeted floors it should be much quieter, if you have hardwood floors like me it’s loud. No more lifting up furniture to vacuum, it fits under the couch and coffee table perfectly , since my back hurts sometimes the money is worth it to me!","Reviewed in the United States on October 26, 2024"
B0CNKX4429,5,works great,Wife loves it!,"Reviewed in the United States on October 25, 2024"
B0CNKX4429,5,Not good,Went in circles 90% of the time,"Reviewed in the United States on October 25, 2024"
B0CNKX4429,5,It works gooood!,I was really hesitate about this actually working effectively. It does the job! I got it on sale too!,"Reviewed in the United States on October 24, 2024"
B0CNKX4429,5,it works great,Thanks,"Reviewed in the United States on October 22, 2024"
B0CNKX4429,5,What an easy way to vacumn,"So much fun to watch this robot clean up, and i can set it to clean while i do other chores.","Reviewed in the United States on October 21, 2024"
B0CNKX4429,5,Works great!,"This is my first one. It was so easy to set up and use. I can’t believe I didn't have this already! I have this white tiled kitchen floor that drives me crazy! I feel like I never stop finding stuff on the floor. I did not think that there was anything to help me like these white floors, other than tearing them out. This has greatly helped with that issue. I now have something that will consistently and continuously pick up every little speck of dust that finds its way on that floor. I have had no issues with this working better than I expected.","Reviewed in the United States on October 19, 2024"
B0CNKX4429,5,Works wonderfully on all floor types and won’t go over drop offs,"Technically, I would give this 4-1/2 out of 5 stars. I have four cats, and it does an amazing job considering all of the pet hair, dander, and scattered stray cat litter pieces. Honestly, it does almost as well as my Shark vacuum, which was specifically designed for pet hair. I have mostly tile and wood floors, but there are a few rugs scattered throughout the place. It moved seamlessly through the different floor types and has no trouble going over thresholds. As you can see in the video, it detects drop offs and avoids them. I have an 8” drop off between my living room and entryway and it easily avoided it. One thing I’m not crazy about, but I’m hoping it will do better at once it maps things out thoroughly and runs a few times, is dirt that is between a rug and a hard surface doesn’t always get cleaned as well as I’d like. However, considering I have cats, and I have to vacuum once or twice a day, it’s still worth not having to deal with it! I would highly recommend cleaning the rollers on the bottom regularly if you have pets. The roller can get pretty full of animal hair if they’re shedding much on your floor. I still think I’ll have to give it one thorough vacuuming a week, but I think this will work the rest of the time. After buying this model, I am kind of excited to try the Roomba model that both vacuums and mops in the future. I got this model for only $68 during prime day and it was an open box item that was brand new, so I can’t beat that value. (Brand new ones that hadn’t been shipped before we’re selling for almost $275!) Gotta love Prime day! Right out of the box this was very easy to set up. After charging for a few hours, it easily ran for 45 minutes and probably would’ve run longer if I hadn’t ended the vacuum sequence. Unfortunately, the model I had doesn’t have as good a smart mapping capability as I had hoped, so it took several passes through in some areas for it to find the edges of the surface that needed vacuuming. Since it’s already improving. I expect this to get better after it runs more. If anything changes, I will update my review.","Reviewed in the United States on October 18, 2024"
B0CNKX4429,5,Best one yet,"I have two German Shepherds…. Which equals a lot of fur… therefore we have four roombas. Yes FOUR. The roomba on the right is the first one I’ve ever owned. It was great. They don’t seem to make that one anymore and I wasn’t a fan of the second one that now lives in our basement…so I bought this one, the one on the left, recently to help keep up with the fur. This one does seem to get stuck under furniture more than the other two… however it gets over things better, runs quieter and vaccums both the carpet and hardwood just as well if not better. So…. I bought a second one haha. I highly recommend. I have all four scheduled to run every day, they work well with Alexa and I truly have no complaints. If I needed a fifth roomba I would 100% buy a third of this model, even if they still made the original one!","Reviewed in the United States on October 17, 2024"
B0CNKX4429,5,Works great,We are very pleased I have 2 dogs and a cat and being disabled it helps me so much we are so pleased thanks so very much,"Reviewed in the United States on October 17, 2024"
B0CNKX4429,5,Christmas gift,Christmas gift for my daughter and she loves it,"Reviewed in the United States on October 17, 2024"
B0CNKX4429,5,Easy to use and clean!,This little guy has made vacuuming so much easier. Occasionally he needs to be rescued from under a table because he got trapped but for the most part I can set him and forget him.,"Reviewed in the United States on October 15, 2024"
B0CNKX4429,5,"Worth every penny, Great vacuum","This was the best investment I made this year this vacuum works excellent, goes from rug to hardwood floors, picks up every little bit of dirt then plugs itself back in when it's done, now if I can only teach the cat to ride it","Reviewed in the United States on October 13, 2024"
B0CNKX4429,5,Workhorse!,Love this machine! Love the amount of stuff it picks up between the full vacuum days.,"Reviewed in the United States on October 12, 2024"
B0CNKX4429,5,IROBOT,"OH ROBOTO HOW YOUVE CHANGED MY CLEANING, IT IS A NICE WORKER MACHINE AND LISTENS TO COMMANDS QUITE NICELY, SATISFIED OWNER.","Reviewed in the United States on October 12, 2024"
B0CNKX4429,5,Good,Works very good.,"Reviewed in the United States on October 6, 2024"
B0CNKX4429,5,Works great!,Much better than my older model. Cleans hard floors and carpets. Not too loud. Does a nice job. My cat refuses to ride on it.,"Reviewed in the United States on October 5, 2024"
B0CNKX4429,5,Best robot vacuum,"This is our second Roborock vac, and we love it. Our first lasted 4 years, with almost daily use. These are easy to maintain and parts are readily available for maintaining.","Reviewed in the United States on October 5, 2024"
